SMILES,CASRN,EXTERNALID,N,NAME,ARTICLEID,PUBMEDID,PAGE,TABLE,Papp(PAMPA)(qualitative),pH,UNIT {pH},Temperature,UNIT {Temperature},comment (chemical)
C1=NC(=CC=C1)C(C2=CC=C(OC(=O)C)C=C2)C3=CC=C(OC(=O)C)C=C3,603-50-9,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",490,bisacodyl,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(COC1=CC=C(C=C1)COCCOC(C)C)CNC(C)C,66722-44-9,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",494,Bisoprolol,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OCC(=O)C12OC(OC1CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC23C)CCC,51333-22-3,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",505,Budesonide,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=NC=2N(C(=O)N(C(=O)C2N1C)C)C,58-08-2,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",509,Caffeine,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N(N=CC1=C[N+]([O-])=C2C=CC=CC2=[N+]1[O-])C(=O)OC,05/07/6804,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",516,Carbadox,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC(=O)N1C2=CC=CC=C2C=CC3=CC=CC=C13,298-46-4,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",519,carbamazepine,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(COC1=CC=CC=2NC=3C=CC=CC3C12)CNCCOC4=CC=CC=C4OC,72956-09-3,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",524,Carvedilol,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)C1=C(C)CSC2N1C(=O)C2NC(=O)C(N)C3=CC=C(O)C=C3,50370-12-2,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",532,Cefadroxil,A112528,30100533,-,-,low,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OCC(NC(=O)C(Cl)Cl)C(O)C1=CC=C(C=C1)[N+]([O-])=O,56-75-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",539,Chloramphenicol,A112528,30100533,-,-,low,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=C2C(Cl)=CC3C4CCC(OC(=O)C)(C(=O)C)C4(C)CCC3C2(C)CCC1=O,302-22-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",542,chlormadinone acetate,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N(C=1C=CN=C2C=C(Cl)C=CC12)C(C)CCCN(CC)CC,54-05-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",548,Chloroquine,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=NC(=CC=C1)C(C2=CC=C(Cl)C=C2)CCN(C)C,132-22-9,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",558,Chlorphenamine,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=CC=C2N(C3=CC(Cl)=CC=C3SC2=C1)CCCN(C)C,50-53-3,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",564,Chlorpromazine,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)C1=NN(C2=CC=3OCOC3C=C2C1=O)CC,28657-80-9,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",566,Cinoxacin,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)C1=CN(C2=CC(N3CCNCC3)=C(F)C=C2C1=O)C4CC4,85721-33-1,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",576,Ciprofloxacin,A112528,30100533,-,-,low,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=CC(C#N)=CC2=C1C(OC2)(C3=CC=C(F)C=C3)CCCN(C)C,59729-33-8,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",579,Citalopram,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=CC=C2C(=C1)N(C3=CC(Cl)=CC=C3CC2)CCCN(C)C,303-49-1,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",585,Clomipramine,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N(C1=NCCN1)C2=C(Cl)C=CC=C2Cl,4205-90-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",592,Clonidine,A112528,30100533,-,-,high,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N1C2=CC=C(Cl)C=C2N=C(N3CCN(C)CC3)C4=CC=CC=C14,5786-21-0,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",597,Clozapine,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)C1=CC(=O)C2=C(OCC(O)COC3=CC=CC=4OC(=CC(=O)C34)C(=O)O)C=CC=C2O1,16110-51-3,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",607,Cromoglicic acid,A112528,30100533,-,-,low,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)C1=CN(C2=CC(N3CC4N(C)CC3C4)=C(F)C=C2C1=O)C5CC5,112398-08-0,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",613,danofloxacin,A112528,30100533,-,-,low,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC1=CC=C(C=C1)S(=O)(=O)C2=CC=C(N)C=C2,80-08-0,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",618,dapsone,A112528,30100533,-,-,low,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C13,50-47-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",624,Desipramine,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,50-02-2,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",628,Dexamethasone,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)CC1=CC=CC=C1NC2=C(Cl)C=CC=C2Cl,15307-86-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",637,Diclofenac,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)C1N2C(=O)C(NC(=O)C=3C(=NOC3C)C4=C(Cl)C=CC=C4Cl)C2SC1(C)C,3116-76-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",640,Dicloxacillin,A112528,30100533,-,-,high,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)C1=CN(C2=CC=C(F)C=C2)C3=CC(N4CCN(C)CC4)=C(F)C=C3C1=O,98106-17-3,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",644,difloxacin,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)C1=CC(=CC=C1O)C2=CC=C(F)C=C2F,22494-42-4,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",653,Diflunisal,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC12OC(NC(=O)C3CN(C)C4CC5=CNC6=CC=CC(=C56)C4C3)(C(=O)N1C(C(=O)N7CCCC27)CC8=CC=CC=C8)C,511-12-6,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",660,Dihydroergotamine,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=CC=C2N(C(=O)C(OC(=O)C)C(SC2=C1)C3=CC=C(OC)C=C3)CCN(C)C,42399-41-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",662,Diltiazem,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=NC(=CC=C1)C(C2=C(CCN(C)C)CC3=CC=CC=C23)C,5636-83-9,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",672,Dimetindene,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC(=O)C(C1=NC=CC=C1)(C2=CC=CC=C2)CCN(C(C)C)C(C)C,05/09/3737,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",675,Disopyramide,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C=1NC2=CC=CC=C2C1C(=O)OC3CC4N5CC(=O)C(C4)CC5C3,115956-12-2,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",680,dolasetron,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N1C(=O)N(C2=CC=CC=C12)CCCN3CCC(N4C(=O)NC5=CC(Cl)=CC=C45)CC3,57808-66-9,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",687,domperidone,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NC=1N=C(N=C2C=C(OC)C(OC)=CC12)N3CCN(C(=O)C4OC5=CC=CC=C5OC4)CC3,74191-85-8,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",697,doxazosin,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C(=C1C2=CC=CC=C2OCC3=CC=CC=C13)CCN(C)C,1668-19-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",701,Doxepin,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)C1=CN(C2=NC(N3CCNCC3)=C(F)C=C2C1=O)CC,74011-58-8,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",709,enoxacin,A112528,30100533,-,-,low,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)C1=CN(C2=CC(N3CCN(CC)CC3)=C(F)C=C2C1=O)C4CC4,93106-60-6,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",711,enrofloxacin,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC1=CC=C2C(=C1)CCC3C4CCC(O)(C#C)C4(C)CCC23,57-63-6,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",720,ethinyl estradiol,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=NC(C2=CN=C(C=C2)C)=C(C=C1Cl)C3=CC=C(C=C3)S(=O)(=O)C,202409-33-4,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",726,Etoricoxib,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N=C(N)NC1=NC(=CS1)CSCCC(=NS(=O)(=O)N)N,76824-35-6,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",731,Famotidine,A112528,30100533,-,-,low,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC1=CC=C(C=C1)CC(NCC(O)C2=CC(O)=CC(O)=C2)C,13392-18-2,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",735,Fenoterol,A112528,30100533,-,-,low,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(C1=CC=C(F)C=C1F)(CN2N=CN=C2)CN3N=CN=C3,86386-73-4,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",740,Fluconazole,A112528,30100533,-,-,low,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)C1=CN2C3=C(C=C(F)C=C3CCC2C)C1=O,42835-25-6,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",751,Flumequine,A112528,30100533,-,-,high,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC1=CC=C2C(OC3=CC(O)=CC=C3C24OC(=O)C5=CC=CC=C45)=C1,05/07/2321,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",753,fluorescein,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N(C(=O)C(C)C)C1=CC=C(C(=C1)C(F)(F)F)[N+]([O-])=O,13311-84-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",762,Flutamide,A112528,30100533,-,-,high,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NCCON=C(C1=CC=C(C=C1)C(F)(F)F)CCCCOC,54739-18-3,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",769,fluvoxamine,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)C1=CC(=C(Cl)C=C1NCC=2OC=CC2)S(=O)(=O)N,54-31-9,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",770,Furosemide,A112528,30100533,-,-,low,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)C(C)(C)CCCOC1=CC(=CC=C1C)C,25812-30-0,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",781,gemfibrozil,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N=C(N)NN=CC1=C(Cl)C=CC=C1Cl,5051-62-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",782,Guanabenz,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC1(C2=CC=C(Cl)C=C2)CCN(CCCC(=O)C3=CC=C(F)C=C3)CC1,52-86-8,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",788,Haloperidol,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NNC=1N=NC=C2C=CC=CC12,86-54-4,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",799,Hydralazine,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1Cl,58-93-5,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",803,Hydrochlorothiazide,A112528,30100533,-,-,low,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OCCN(CC)CCCC(NC=1C=CN=C2C=C(Cl)C=CC12)C,118-42-3,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",807,Hydroxychloroquine,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=CC=C2C(=C1)N(C3=CC=CC=C3CC2)CCCN(C)C,50-49-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",815,Imipramine,A112528,30100533,-,-,high,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)CC1=C(N(C(=O)C2=CC=C(Cl)C=C2)C3=CC=C(OC)C=C13)C,53-86-1,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",820,Indomethacin,A112528,30100533,-,-,high,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OCC(O)CNC(=O)C1=C(I)C(NC(=O)COC)=C(I)C(C(=O)N(C)CC(O)CO)=C1I,73334-07-3,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",827,IOPROMIDE,A112528,30100533,-,-,low,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C1=CC=C(C2=CC=C(C=C2)CN3C(=NC4(C3=O)CCCC4)CCCC)C(=C1)C=5N=NNN5,138402-11-6,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",833,Irbesartan,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
NNC(=O)C1=CC=NC=C1,54-85-3,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",838,isoniazid,A112528,30100533,-,-,low,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
N1C(=C(C(=O)OC)C(C(C(=O)OC(C)C)=C1C)C2=CC=CC3=NON=C23)C,75695-93-1,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",847,Isradipine,A112528,30100533,-,-,high,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C=1N=CN(C1)CC2(OCC(O2)COC3=CC=C(C=C3)N4CCN(C(=O)C)CC4)C5=CC=C(Cl)C=C5Cl,65277-42-1,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",848,Ketoconazole,A112528,30100533,-,-,high,7.4,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC(=O)C(C1=CC=CC(=C1)C(=O)C2=CC=CC=C2)C,22071-15-4,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",855,Ketoprofen,A112528,30100533,-,-,high,9,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
C=1SC2=C(C1)C(=C3CCN(C)CC3)C4=CC=CC=C4CC2=O,34580-13-7,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",861,ketotifen,A112528,30100533,-,-,high,3,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
OC1=CC=C(C=C1C(=O)N)C(O)CNC(C)CCC2=CC=CC=C2,36894-69-6,"Ruusmann, V.; Sild, S.; Maran U. QSAR DataBank repository: open and linked qualitative and quantitative structure?activity relationship models. J. Cheminf. 2015, 7:32.",866,Labetalol,A112528,30100533,-,-,low,5,Log unit,25,?C,"QsarDB repository, 2019, 10.15152:QDB"
